product_id,product_name,department,Category,Product_type,final_price,discount_percentage,rating,rating_count,price_segment,engagement_level,performance_segment
B07DFYJRQV,"JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds for Comfort fit (Blue)",Electronics,"Headphones,Earbuds & Accessories",HDMICables,799.0,47,4.1,53648.0,Budget,High Engagement,Low Performer
B08L879JSN,"Acer EK220Q 21.5 Inch (54.61 cm) Full HD (1920x1080) VA Panel LCD Monitor with LED Back Light I 250 Nits I HDMI, VGA Ports I Eye Care Features Like Bluelight Shield, Flickerless & Comfy View (Black)",Computers & Accessories,Monitors,USBCables,6299.0,54,4.2,2014.0,Premium,Medium Engagement,Hidden Gem
B08TDJNM3G,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",Computers & Accessories,Accessories & Peripherals,USBCables,59.0,0,3.8,5958.0,Budget,Medium Engagement,Mass but Risky
B06XSK3XL6,boAt Dual Port Rapid Car Charger (Qualcomm Certified) with Quick Charge 3.0 + Free Micro USB Cable - (Black),Electronics,Mobiles & Accessories,AutomobileChargers,571.0,43,4.3,38221.0,Budget,High Engagement,Star Product
B07YNTJ8ZM,"Zebronics ZEB-COUNTY 3W Wireless Bluetooth Portable Speaker With Supporting Carry Handle, USB, SD Card, AUX, FM & Call Function. (Green)",Electronics,HomeAudio,HDMICables,549.0,45,3.9,64705.0,Budget,High Engagement,Mass but Risky
B09KGV7WSV,"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later",Electronics,Mobiles & Accessories,WallChargers,2099.0,65,4.3,17129.0,Mid-Range,High Engagement,Star Product
B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,"HomeTheater,TV & Video",HDMICables,13490.0,39,4.3,11976.0,Premium,High Engagement,Star Product
B07KR5P3YD,Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,Computers & Accessories,Accessories & Peripherals,MousePads,448.0,36,3.9,17348.0,Budget,High Engagement,Mass but Risky
B08FB2LNSZ,"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds with Pure Bass, BT 5.0, Dual Pairing, Type C & Voice Assistant Support (Black)",Electronics,"Headphones,Earbuds & Accessories",HDMICables,1499.0,50,3.7,87798.0,Mid-Range,High Engagement,Mass but Risky
B01IBRHE3E,"Gizga Essentials Professional 3-in-1 Cleaning Kit for Camera, Lens, Binocular, Laptop, TV, Monitor, Smartphone, Tablet (Includes: Cleaning Liquid 100ml, Plush Microfiber Cloth, Dust Removal Brush)",Electronics,Cameras & Photography,CleaningKits,299.0,40,4.2,24432.0,Budget,High Engagement,Star Product
B01N6LU1VF,SanDisk Ultra Dual 64 GB USB 3.0 OTG Pen Drive (Black),Computers & Accessories,ExternalDevices & DataStorage,USBCables,579.0,59,4.3,189104.0,Budget,High Engagement,Star Product
B07XLML2YS,TP-Link Tapo 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White,Electronics,Cameras & Photography,Tabletop&TravelTripods,2499.0,24,4.2,93112.0,Mid-Range,High Engagement,Star Product
B086WMSCN3,"boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue)",Electronics,"Headphones,Earbuds & Accessories",HDMICables,1199.0,80,3.9,47521.0,Mid-Range,High Engagement,Mass but Risky
B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics,GeneralPurposeBatteries & BatteryChargers,HDMICables,399.0,20,4.3,27201.0,Budget,High Engagement,Star Product
B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,"HomeTheater,TV & Video",HDMICables,279.0,44,3.7,10962.0,Budget,High Engagement,Mass but Risky
B09F6S8BT6,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),Electronics,"HomeTheater,TV & Video",HDMICables,13490.0,41,4.3,16299.0,Premium,High Engagement,Star Product
B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",Computers & Accessories,Accessories & Peripherals,MousePads,279.0,26,4.3,31534.0,Budget,High Engagement,Star Product
B09P18XVW6,"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black",Electronics,WearableTechnology,HDMICables,2499.0,50,3.9,7571.0,Mid-Range,Medium Engagement,Mass but Risky
B00LZLPYHW,"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",OfficeProducts,OfficePaperProducts,"Notebooks,WritingPads&Diaries",137.0,14,4.4,6537.0,Budget,Medium Engagement,Star Product
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers & Accessories,Accessories & Peripherals,USBCables,59.0,70,4.0,9377.0,Budget,Medium Engagement,Low Performer
B00NNQMYNE,"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",Computers & Accessories,Accessories & Peripherals,USBCables,299.0,40,4.5,21010.0,Budget,High Engagement,Star Product
B0B217Z5VK,"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)",Electronics,"Headphones,Earbuds & Accessories",HDMICables,1799.0,55,3.9,3517.0,Mid-Range,Medium Engagement,Low Performer
B07B88KQZ8,"JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue)",Electronics,HomeAudio,HDMICables,1999.0,33,4.3,63899.0,Mid-Range,High Engagement,Star Product
B01M4GGIVU,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),Electronics,"HomeTheater,TV & Video",HDMICables,199.0,72,4.2,12153.0,Budget,High Engagement,Star Product
B07Z3K96FR,Robustrion Tempered Glass Screen Protector for iPad 10.2 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019,Computers & Accessories,Accessories & Peripherals,Cases,399.0,73,4.1,5730.0,Budget,Medium Engagement,Low Performer
B0756CLQWL,"Redgear Pro Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys for PC(Compatible with Windows 7/8/8.1/10 only)",Computers & Accessories,Accessories & Peripherals,USBCables,1699.0,58,4.2,25488.0,Mid-Range,High Engagement,Star Product
B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",Computers & Accessories,Accessories & Peripherals,MousePads,699.0,30,4.5,54405.0,Budget,High Engagement,Star Product
B09Z6WH2N1,"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (White)",Electronics,Mobiles & Accessories,PhoneCharms,95.0,81,4.2,1949.0,Budget,Medium Engagement,Hidden Gem
B01HGCLUH6,TP-link N300 WiFi Wireless Router TL-WR845N | 300Mbps Wi-Fi Speed | Three 5dBi high gain Antennas | IPv6 Compatible | AP/RE/WISP Mode | Parental Control | Guest Network,Computers & Accessories,NetworkingDevices,USBCables,1149.0,32,4.2,122478.0,Mid-Range,High Engagement,Star Product
B01N4EV2TL,"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",Computers & Accessories,Accessories & Peripherals,MousePads,1495.0,25,4.3,7241.0,Mid-Range,Medium Engagement,Star Product
B08MZQBFLN,"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",Computers & Accessories,Accessories & Peripherals,LaptopSleeves&Slipcases,849.0,83,4.0,20457.0,Budget,High Engagement,Low Performer
B0752LL57V,Casio MJ-12D 150 Steps Check and Correct Desktop Calculator,OfficeProducts,OfficeElectronics,"Notebooks,WritingPads&Diaries",440.0,0,4.5,8610.0,Budget,Medium Engagement,Star Product
B08K4PSZ3V,"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (Grey)",Electronics,Mobiles & Accessories,WallChargers,349.0,65,3.8,16557.0,Budget,High Engagement,Mass but Risky
B09Z28BQZT,"Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown",Computers & Accessories,Accessories & Peripherals,LaptopSleeves&Slipcases,599.0,85,3.9,1087.0,Budget,Medium Engagement,Low Performer
B094DQWV9B,"Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)",Computers & Accessories,Accessories & Peripherals,USBCables,149.0,63,4.0,1540.0,Budget,Medium Engagement,Low Performer
B0BBMPH39N,"Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black",Computers & Accessories,Accessories & Peripherals,MousePads,289.0,71,4.1,401.0,Budget,Low Engagement,Low Performer
B097JQ1J5G,"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",Computers & Accessories,Accessories & Peripherals,USBCables,179.0,64,3.4,9385.0,Budget,Medium Engagement,Mass but Risky
B07YY1BY5B,"Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display,IP68 Waterproof,Heart Rate Monitor,Sleep & Step Tracker,Call & Message Alerts & Long Battery Life (Jet Black)",Electronics,WearableTechnology,HDMICables,1499.0,70,4.0,92588.0,Mid-Range,High Engagement,Low Performer
B08VRMK55F,"Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)",Electronics,"Headphones,Earbuds & Accessories",HDMICables,399.0,43,3.4,3454.0,Budget,Medium Engagement,Low Performer
B08CHZ3ZQ7,"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)",Computers & Accessories,Accessories & Peripherals,USBCables,599.0,25,4.3,15790.0,Budget,High Engagement,Star Product
B08SCCG9D4,"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",Computers & Accessories,Accessories & Peripherals,Webcams,949.0,53,3.9,14969.0,Budget,High Engagement,Mass but Risky
B0972BQ2RS,"Fire-Boltt India's No 1 Smartwatch Brand Ring Bluetooth Calling with SpO2 & 1.7” Metal Body with Blood Oxygen Monitoring, Continuous Heart Rate, Full Touch & Multiple Watch Faces",Electronics,WearableTechnology,HDMICables,2499.0,75,4.1,42139.0,Mid-Range,High Engagement,Low Performer
B00ZRBWPA0,Eveready Red 1012 AAA Batteries - Pack of 10,Electronics,GeneralPurposeBatteries & BatteryChargers,HDMICables,159.0,12,4.3,989.0,Budget,Low Engagement,Hidden Gem
B0B2DD66GS,"SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write",Electronics,Accessories,HDMICables,1329.0,54,4.5,19624.0,Mid-Range,High Engagement,Star Product
B09M869Z5V,Portronics MPORT 31C 4-in-1 USB Hub (Type C to 4 USB-A Ports) with Fast Data Transfer,Computers & Accessories,Accessories & Peripherals,USBCables,570.0,43,4.2,3201.0,Budget,Medium Engagement,Hidden Gem
B07W6VWZ8C,"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)",Electronics,HomeAudio,HDMICables,899.0,55,4.1,30469.0,Budget,High Engagement,Low Performer
B07Z1X6VFC,"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers & Accessories,Accessories & Peripherals,LaptopSleeves&Slipcases,449.0,55,4.4,9940.0,Budget,Medium Engagement,Star Product
B07YL54NVJ,"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC",Computers & Accessories,ExternalDevices & DataStorage,USBCables,549.0,45,4.3,7758.0,Budget,Medium Engagement,Star Product
B0759QMF85,"TP-Link AC750 Dual Band Wireless Cable Router, 4 10/100 LAN + 10/100 WAN Ports, Support Guest Network and Parental Control, 750Mbps Speed Wi-Fi, 3 Antennas (Archer C20) Blue, 2.4 GHz",Computers & Accessories,NetworkingDevices,USBCables,1529.0,36,4.3,68409.0,Mid-Range,High Engagement,Star Product
B00LM4X0KU,"Parker Quink Ink Bottle, Blue",OfficeProducts,OfficePaperProducts,"Pens,Pencils&WritingSupplies",100.0,0,4.3,3095.0,Budget,Medium Engagement,Hidden Gem
B08PFSZ7FH,STRIFF Laptop Stand Adjustable Laptop Computer Stand Multi-Angle Stand Phone Stand Portable Foldable Laptop Riser Notebook Holder Stand Compatible for 9 to 15.6” Laptops Black(Black),Computers & Accessories,Accessories & Peripherals,LaptopSleeves&Slipcases,299.0,80,4.2,903.0,Budget,Low Engagement,Hidden Gem
B012MQS060,"Logitech MK215 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Design, 2-Year Battery Life(Keyboard),5 Month Battery Life(Mouse) PC/Laptop- Black",Computers & Accessories,Accessories & Peripherals,MousePads,1295.0,28,4.1,25771.0,Mid-Range,High Engagement,Low Performer
B01MF8MB65,boAt Bassheads 225 in Ear Wired Earphones with Mic(Blue),Electronics,"Headphones,Earbuds & Accessories",HDMICables,699.0,30,4.1,273189.0,Budget,High Engagement,Low Performer
B00LHZWD0C,"Luxor 5 Subject Single Ruled Notebook - A4, 70 GSM, 300 pages",OfficeProducts,OfficePaperProducts,"Notebooks,WritingPads&Diaries",252.0,20,4.5,3785.0,Budget,Medium Engagement,Hidden Gem
B08QDPB1SL,Duracell Chhota Power AA Battery Set of 10 Pcs,Electronics,GeneralPurposeBatteries & BatteryChargers,HDMICables,190.0,14,4.4,2866.0,Budget,Medium Engagement,Hidden Gem
B07BRKK9JQ,"Zebronics Zeb-Transformer Gaming Keyboard and Mouse Combo (USB, Braided Cable)",Computers & Accessories,Accessories & Peripherals,MousePads,1299.0,19,4.3,27223.0,Mid-Range,High Engagement,Star Product
B01EZ0X3L8,"SanDisk Ultra 64 GB USB Pen Drives (SDDDC2-064G-I35, Black, Silver)",Computers & Accessories,ExternalDevices & DataStorage,USBCables,729.0,56,4.3,82356.0,Budget,High Engagement,Star Product
B00LM4W1N2,Parker Classic Gold Gold Trim Ball Pen,OfficeProducts,OfficePaperProducts,"Pens,Pencils&WritingSupplies",480.0,20,4.3,5719.0,Budget,Medium Engagement,Star Product
B0949SBKMP,"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor, Gesture, Camera & Music Control, IP68 & 7 Days Battery Life(Lightning Black)",Electronics,WearableTechnology,HDMICables,1799.0,74,4.0,26880.0,Mid-Range,High Engagement,Low Performer
B08YD264ZS,"Tarkan Portable Folding Laptop Desk for Bed, Lapdesk with Handle, Drawer, Cup & Mobile/Tablet Holder for Study, Eating, Work (Black)",Computers & Accessories,Accessories & Peripherals,LaptopSleeves&Slipcases,999.0,60,4.3,1690.0,Budget,Medium Engagement,Hidden Gem
B094JNXNPV,"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",Computers & Accessories,Accessories & Peripherals,USBCables,299.0,25,4.0,2766.0,Budget,Medium Engagement,Low Performer
B00GZLB57U,"Quantum RJ45 Ethernet Patch Cable/LAN Router Cable with Heavy Duty Gold Plated Connectors Supports Hi-Speed Gigabit Upto 1000Mbps, Waterproof and Durable,1-Year Warranty-32.8 Feet (10 Meters)(White)",Computers & Accessories,Accessories & Peripherals,EthernetCables,238.0,66,4.4,8372.0,Budget,Medium Engagement,Star Product
B07V82W5CN,"HP USB Wireless Spill Resistance Keyboard and Mouse Set with 10m Working Range 2.4G Wireless Technology / 3 Years Warranty (4SC12PA), Black",Computers & Accessories,Accessories & Peripherals,MousePads,1349.0,39,4.0,7113.0,Mid-Range,Medium Engagement,Low Performer
B077Z65HSD,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers & Accessories,Accessories & Peripherals,USBCables,299.0,70,4.3,20850.0,Budget,High Engagement,Star Product
B08HD7JQHX,"HUMBLE Dynamic Lapel Collar Mic Voice Recording Filter Microphone for Singing Youtube SmartPhones, Black",Computers & Accessories,Accessories & Peripherals,Webcams,199.0,60,3.3,2804.0,Budget,Medium Engagement,Low Performer
B0B31FR4Y2,"Boult Audio Omega with 30dB ANC+ ENC, 32H Playtime, 45ms Latency Gaming Mode, Quad Mic Zen ENC, 3 Equalizer Modes, ANC, Type-C Fast Charging, IPX5 True Wireless in Ear Bluetooth Earbuds (Black)",Electronics,"Headphones,Earbuds & Accessories",HDMICables,1999.0,80,3.7,1986.0,Mid-Range,Medium Engagement,Low Performer
B09Y14JLP3,"STRIFF UPH2W Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (White)",Electronics,Mobiles & Accessories,WallChargers,99.0,80,4.1,2451.0,Budget,Medium Engagement,Low Performer
B09ZHCJDP1,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop",Computers & Accessories,Accessories & Peripherals,MousePads,499.0,50,5.0,23.0,Budget,Low Engagement,Hidden Gem
B08C4Z69LN,Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A,Computers & Accessories,Components,USBCables,1792.0,49,4.5,26194.0,Mid-Range,High Engagement,Star Product
B016XVRKZM,"APC Back-UPS BX600C-IN 600VA / 360W, 230V, UPS System, an Ideal Power Backup & Protection for Home Office, Desktop PC & Home Electronics",Computers & Accessories,Accessories & Peripherals,USBCables,3299.0,20,3.9,15783.0,Mid-Range,High Engagement,Mass but Risky
B00LHZW3XY,"Luxor 5 Subject Single Ruled Notebook - A5 Size, 70 GSM, 300 Pages",OfficeProducts,OfficePaperProducts,"Notebooks,WritingPads&Diaries",125.0,31,4.4,8053.0,Budget,Medium Engagement,Star Product
B098JYT4SY,"Zebronics Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Black+Grey)",Computers & Accessories,Accessories & Peripherals,MousePads,399.0,66,4.1,2809.0,Budget,Medium Engagement,Low Performer
B08CFCK6CW,"Boult Audio Truebuds with 30H Playtime, IPX7 Waterproof, Lightning Boult™ Type C Fast Charging (10 Min=100Mins), BoomX™ Tech Rich Bass, Pro+ Calling HD Mic, Touch Controls in Ear Earbuds TWS (Grey)",Electronics,"Headphones,Earbuds & Accessories",HDMICables,1199.0,85,3.6,25910.0,Mid-Range,High Engagement,Mass but Risky
B09P564ZTJ,"Wembley LCD Writing Pad/Tab | Writing, Drawing, Reusable, Portable Pad with Colorful Letters | 9 Inch Graphic Tablet (Assorted)",Computers & Accessories,Accessories & Peripherals,MousePads,235.0,85,3.8,1173.0,Budget,Medium Engagement,Low Performer
B07MSLTW8Z,"Gizga Essentials Multi-Purpose Portable & Foldable Wooden Desk for Bed Tray, Laptop Table, Study Table (Black)",Computers & Accessories,Accessories & Peripherals,LaptopSleeves&Slipcases,549.0,73,3.6,6422.0,Budget,Medium Engagement,Mass but Risky
B09N6TTHT6,"E-COSMOS Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep (4 pcs)",Computers & Accessories,Accessories & Peripherals,USBCables,89.0,10,4.2,241.0,Budget,Low Engagement,Hidden Gem
B09W5XR9RT,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers & Accessories,Accessories & Peripherals,USBCables,970.0,51,4.4,184.0,Budget,Low Engagement,Hidden Gem
B098R25TGC,Noise Buds VS201 V2 in-Ear Truly Wireless Earbuds with Dual Equalizer | with Mic | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Olive Green),Electronics,"Headphones,Earbuds & Accessories",HDMICables,1299.0,57,3.8,14629.0,Mid-Range,High Engagement,Mass but Risky
B0B2PQL5N3,"Lapster Gel Mouse pad with Wrist Rest , Gaming Mouse Pad with Lycra Cloth Nonslip for Laptop , Computer, , Home & Office (Black)",Computers & Accessories,Accessories & Peripherals,MousePads,230.0,77,4.2,1528.0,Budget,Medium Engagement,Hidden Gem
B07DKZCZ89,"Gizga Essentials Earphone Carrying Case, Multi-Purpose Pocket Storage Travel Organizer for Earphones, Headset, Pen Drives, SD Cards, Shock-Proof Ballistic Nylon, Soft Fabric, Mesh Pocket, Green",Electronics,"Headphones,Earbuds & Accessories",HDMICables,119.0,76,4.3,15032.0,Budget,High Engagement,Star Product
B08GYG6T12,"SanDisk Ultra SDHC UHS-I Card 32GB 120MB/s R for DSLR Cameras, for Full HD Recording, 10Y Warranty",Electronics,Accessories,HDMICables,449.0,44,4.4,69585.0,Budget,High Engagement,Star Product
B09BN2NPBD,"DIGITEK® (DRL-14C) Professional (31cm) Dual Temperature LED Ring Light with Tripod Stand & Mini Tripod for YouTube, Photo-Shoot, Video Shoot, Live Stream, Makeup, Vlogging & More",Electronics,Mobiles & Accessories,Flashes&SelfieLights,1699.0,51,4.1,14371.0,Mid-Range,High Engagement,Low Performer
B00J4YG0PC,"Classmate Long Notebook - 140 Pages, Single Line, 297mm x 210mm (Pack of 12)",OfficeProducts,OfficePaperProducts,"Notebooks,WritingPads&Diaries",561.0,22,4.4,3182.0,Budget,Medium Engagement,Hidden Gem
B073BRXPZX,"Lenovo 300 Wired Plug & Play USB Mouse, High Resolution 1600 DPI Optical Sensor, 3-Button Design with clickable Scroll Wheel, Ambidextrous, Ergonomic Mouse for Comfortable All-Day Grip (GX30M39704)",Computers & Accessories,Accessories & Peripherals,MousePads,289.0,51,4.4,25886.0,Budget,High Engagement,Star Product
B08LHTJTBB,"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",Computers & Accessories,Accessories & Peripherals,LaptopSleeves&Slipcases,599.0,70,4.4,4736.0,Budget,Medium Engagement,Hidden Gem
B07VTFN6HM,"Western Digital WD 2TB My Passport Portable Hard Disk Drive, USB 3.0 with  Automatic Backup, 256 Bit AES Hardware Encryption,Password Protection,Compatible with Windows and Mac, External HDD-Black",Computers & Accessories,ExternalDevices & DataStorage,USBCables,5599.0,24,4.4,73005.0,Premium,High Engagement,Star Product
B008QS9J6Y,"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",Computers & Accessories,Accessories & Peripherals,Webcams,1990.0,23,4.3,20398.0,Mid-Range,High Engagement,Star Product
B09M8888DM,Portronics MPORT 31 4 Ports USB Hub (USB A to 4 USB-A Ports 4 in 1 Connector USB HUB(Grey),Computers & Accessories,Accessories & Peripherals,USBCables,499.0,38,4.3,2125.0,Budget,Medium Engagement,Hidden Gem
B07Z1YVP72,"AirCase Protective Laptop Bag Sleeve fits Upto 15.6"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers & Accessories,Accessories & Peripherals,LaptopSleeves&Slipcases,449.0,55,4.3,11330.0,Budget,High Engagement,Star Product
B082FTPRSK,Zinq Five Fan Cooling Pad and Laptop Stand with Dual Height Adjustment and Dual USB Port Extension (Black),Computers & Accessories,Accessories & Peripherals,LaptopSleeves&Slipcases,999.0,50,4.2,27441.0,Budget,High Engagement,Star Product
B09RF2QXGX,"Gizga Essentials Webcam Cover, Privacy Protector Webcam Cover Slide, Compatible with Laptop, Desktop, PC, Smartphone, Protect Your Privacy and Security, Strong Adhesive, Set of 3, Black",Computers & Accessories,Accessories & Peripherals,LaptopSleeves&Slipcases,69.0,77,4.3,255.0,Budget,Low Engagement,Hidden Gem
B01KK0HU3Y,HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200DPI / 16 Months Long Battery Life /Ambidextrous and Slim Design (Modern Gold),Computers & Accessories,Accessories & Peripherals,MousePads,899.0,40,4.2,23174.0,Budget,High Engagement,Star Product
B086394NY5,TABLE MAGIC Multipurpose Laptop Table Mat Finish Top Work at Home Study Table (TM Regular- Black) (Alloy Steel),Computers & Accessories,Accessories & Peripherals,LaptopSleeves&Slipcases,1399.0,44,4.3,11074.0,Mid-Range,High Engagement,Star Product
B00NH11PEY,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers & Accessories,Accessories & Peripherals,USBCables,199.0,73,4.5,74976.0,Budget,High Engagement,Star Product
B017PDR9N0,"GIZGA Essentials Portable Tabletop Tablet Stand Mobile Holder, Desktop Stand, Cradle, Dock for iPad, Smartphone, Kindle, E-Reader, Fully Foldable, Adjustable Angle, Anti-Slip Pads, Black",Computers & Accessories,Accessories & Peripherals,Cases,149.0,70,4.1,25607.0,Budget,High Engagement,Low Performer
B07NC12T2R,"boAt Stone 650 10W Bluetooth Speaker with Upto 7 Hours Playback, IPX5 and Integrated Controls (Blue)",Electronics,HomeAudio,HDMICables,1799.0,64,4.2,41226.0,Mid-Range,High Engagement,Star Product
B08JMC1988,"boAt Stone 180 5W Bluetooth Speaker with Upto 10 Hours Playback, 1.75"" Driver, IPX7 & TWS Feature(Black)",Electronics,HomeAudio,HDMICables,999.0,60,4.1,18331.0,Budget,High Engagement,Low Performer
